Id,Inverted_Name,Print_Name
sot,"Sotho, Southern",Southern Sotho
sou,"Thai, Southern",Southern Thai
sov,Sonsorol,Sonsorol
sow,Sowanda,Sowanda
sox,Swo,Swo
soy,Miyobe,Miyobe
soz,Temi,Temi
spa,Castilian,Castilian
spa,Spanish,Spanish
spb,Sepa (Indonesia),Sepa (Indonesia)
spc,Sapé,Sapé
spd,Saep,Saep
spe,Sepa (Papua New Guinea),Sepa (Papua New Guinea)
spg,Sian,Sian
spi,Saponi,Saponi
spk,Sengo,Sengo
spl,Selepet,Selepet
spm,Akukem,Akukem
spn,Sanapaná,Sanapaná
spo,Spokane,Spokane
spp,"Senoufo, Supyire",Supyire Senoufo
spq,"Spanish, Loreto-Ucayali",Loreto-Ucayali Spanish
spr,Saparua,Saparua
sps,Saposa,Saposa
spt,"Bhoti, Spiti",Spiti Bhoti
spu,Sapuan,Sapuan
spv,Kosli,Kosli
spv,Sambalpuri,Sambalpuri
spx,"Picene, South",South Picene
spy,Sabaot,Sabaot
sqa,Shama-Sambuga,Shama-Sambuga
sqh,Shau,Shau
sqi,Albanian,Albanian
sqk,Albanian Sign Language,Albanian Sign Language
sqm,Suma,Suma
sqn,Susquehannock,Susquehannock
sqo,Sorkhei,Sorkhei
sqq,Sou,Sou
sqr,"Arabic, Siculo",Siculo Arabic
sqs,Sri Lankan Sign Language,Sri Lankan Sign Language
sqt,Soqotri,Soqotri
squ,Sḵwx̱wú7mesh sníchim,Sḵwx̱wú7mesh sníchim
squ,Squamish,Squamish
sqx,Kufr Qassem Sign Language (KQSL),Kufr Qassem Sign Language (KQSL)
sra,Saruga,Saruga
srb,Sora,Sora
src,"Sardinian, Logudorese",Logudorese Sardinian
srd,Sardinian,Sardinian
sre,Sara,Sara
srf,Nafi,Nafi
srg,Sulod,Sulod
srh,Sarikoli,Sarikoli
sri,Siriano,Siriano
srk,Serudung Murut,Serudung Murut
srl,Isirawa,Isirawa
srm,Saramaccan,Saramaccan
srn,Sranan Tongo,Sranan Tongo
sro,"Sardinian, Campidanese",Campidanese Sardinian
srp,Serbian,Serbian
srq,Sirionó,Sirionó
srr,Serer,Serer
srs,Sarsi,Sarsi
srt,Sauri,Sauri
sru,Suruí,Suruí
srv,"Sorsoganon, Southern",Southern Sorsoganon
srw,Serua,Serua
srx,Sirmauri,Sirmauri
sry,Sera,Sera
srz,Shahmirzadi,Shahmirzadi
ssb,"Sama, Southern",Southern Sama
ssc,Suba-Simbiti,Suba-Simbiti
ssd,Siroi,Siroi
sse,Balangingi,Balangingi
sse,"Sama, Bangingih",Bangingih Sama
ssf,Thao,Thao
ssg,Seimat,Seimat
ssh,"Arabic, Shihhi",Shihhi Arabic
ssi,Sansi,Sansi
ssj,Sausi,Sausi
ssk,Sunam,Sunam
ssl,"Sisaala, Western",Western Sisaala
ssm,Semnam,Semnam
ssn,Waata,Waata
sso,Sissano,Sissano
ssp,Spanish Sign Language,Spanish Sign Language
ssq,So'a,So'a
ssr,Swiss-French Sign Language,Swiss-French Sign Language
sss,Sô,Sô
sst,Sinasina,Sinasina
ssu,Susuami,Susuami
ssv,Shark Bay,Shark Bay
ssw,Swati,Swati
ssx,Samberigi,Samberigi
ssy,Saho,Saho
ssz,Sengseng,Sengseng
sta,Settla,Settla
stb,"Subanen, Northern",Northern Subanen
std,Sentinel,Sentinel
ste,Liana-Seti,Liana-Seti
stf,Seta,Seta
stg,Trieng,Trieng
sth,Shelta,Shelta
sti,"Stieng, Bulo",Bulo Stieng
stj,"Samo, Matya",Matya Samo
stk,Arammba,Arammba
stl,Stellingwerfs,Stellingwerfs
stm,Setaman,Setaman
stn,Owa,Owa
sto,Stoney,Stoney
stp,"Tepehuan, Southeastern",Southeastern Tepehuan
stq,Saterfriesisch,Saterfriesisch
str,"Salish, Straits",Straits Salish
sts,Shumashti,Shumashti
stt,"Stieng, Budeh",Budeh Stieng
stu,Samtao,Samtao
stv,Silt'e,Silt'e
stw,Satawalese,Satawalese
sty,"Tatar, Siberian",Siberian Tatar
sua,Sulka,Sulka
sub,Suku,Suku
suc,"Subanon, Western",Western Subanon
sue,Suena,Suena
sug,Suganga,Suganga
sui,Suki,Suki
suj,Shubi,Shubi
suk,Sukuma,Sukuma
sun,Sundanese,Sundanese
suo,Bouni,Bouni
suq,Suri,Suri
suq,"Suri, Tirmaga-Chai",Tirmaga-Chai Suri
sur,Mwaghavul,Mwaghavul
sus,Susu,Susu
sut,Subtiaba,Subtiaba
suv,Puroik,Puroik
suw,Sumbwa,Sumbwa
sux,Sumerian,Sumerian
suy,Suyá,Suyá
suz,Sunwar,Sunwar
sva,Svan,Svan
svb,Ulau-Suain,Ulau-Suain
svc,"Creole English, Vincentian",Vincentian Creole English
sve,Serili,Serili
svk,Slovakian Sign Language,Slovakian Sign Language
svm,Slavomolisano,Slavomolisano
svs,Savosavo,Savosavo
svx,Skalvian,Skalvian
swa,Swahili (macrolanguage),Swahili (macrolanguage)
swb,"Comorian, Maore",Maore Comorian
swc,"Swahili, Congo",Congo Swahili
swe,Swedish,Swedish
swf,Sere,Sere
swg,Swabian,Swabian
swh,Kiswahili,Kiswahili
swh,Swahili (individual language),Swahili (individual language)
swi,Sui,Sui
swj,Sira,Sira
swk,"Sena, Malawi",Malawi Sena
swl,Swedish Sign Language,Swedish Sign Language
swm,Samosa,Samosa
swn,Sawknah,Sawknah
swo,Shanenawa,Shanenawa
swp,Suau,Suau
swq,Sharwa,Sharwa
swr,Saweru,Saweru
sws,Seluwasan,Seluwasan
swt,Sawila,Sawila
swu,Suwawa,Suwawa
swv,Shekhawati,Shekhawati
sww,Sowa,Sowa
swx,Suruahá,Suruahá
swy,Sarua,Sarua
sxb,Suba,Suba
sxc,Sicanian,Sicanian
sxe,Sighu,Sighu
sxg,Shixing,Shixing
sxg,Shuhi,Shuhi
sxk,"Kalapuya, Southern",Southern Kalapuya
sxl,Selian,Selian
sxm,Samre,Samre
sxn,Sangir,Sangir
sxo,Sorothaptic,Sorothaptic
sxr,Saaroa,Saaroa
sxs,Sasaru,Sasaru
sxu,"Saxon, Upper",Upper Saxon
sxw,"Gbe, Saxwe",Saxwe Gbe
sya,Siang,Siang
syb,"Subanen, Central",Central Subanen
syc,"Syriac, Classical",Classical Syriac
syi,Seki,Seki
syk,Sukur,Sukur
syl,Sylheti,Sylheti
sym,"Samo, Maya",Maya Samo
syn,Senaya,Senaya
syo,Suoy,Suoy
syr,Syriac,Syriac
sys,Sinyar,Sinyar
syw,Kagate,Kagate
syx,Samay,Samay
syy,Al-Sayyid Bedouin Sign Language,Al-Sayyid Bedouin Sign Language
sza,Semelai,Semelai
szb,Ngalum,Ngalum
szc,Semaq Beri,Semaq Beri
sze,Seze,Seze
szg,Sengele,Sengele
szl,Silesian,Silesian
szn,Sula,Sula
szp,Suabo,Suabo
szs,Solomon Islands Sign Language,Solomon Islands Sign Language
szv,Isu (Fako Division),Isu (Fako Division)
szw,Sawai,Sawai
szy,Sakizaya,Sakizaya
taa,"Tanana, Lower",Lower Tanana
tab,Tabassaran,Tabassaran
tac,"Tarahumara, Lowland",Lowland Tarahumara
tad,Tause,Tause
tae,Tariana,Tariana
taf,Tapirapé,Tapirapé
tag,Tagoi,Tagoi
tah,Tahitian,Tahitian
taj,"Tamang, Eastern",Eastern Tamang
tak,Tala,Tala
tal,Tal,Tal
tam,Tamil,Tamil
tan,Tangale,Tangale
tao,Yami,Yami
tap,Taabwa,Taabwa
taq,Tamasheq,Tamasheq
tar,"Tarahumara, Central",Central Tarahumara
tas,Tay Boi,Tay Boi
tat,Tatar,Tatar
tau,"Tanana, Upper",Upper Tanana
tav,Tatuyo,Tatuyo
taw,Tai,Tai
tax,Tamki,Tamki
tay,Atayal,Atayal
taz,Tocho,Tocho
tba,Aikanã,Aikanã
tbc,Takia,Takia
tbd,Kaki Ae,Kaki Ae
tbe,Tanimbili,Tanimbili
tbf,Mandara,Mandara
tbg,"Tairora, North",North Tairora
tbh,Dharawal,Dharawal
tbh,Thurawal,Thurawal
tbi,Gaam,Gaam
tbj,Tiang,Tiang
tbk,"Tagbanwa, Calamian",Calamian Tagbanwa
tbl,Tboli,Tboli
tbm,Tagbu,Tagbu
tbn,"Tunebo, Barro Negro",Barro Negro Tunebo
tbo,Tawala,Tawala
tbp,Diebroud,Diebroud
tbp,Taworta,Taworta
tbr,Tumtum,Tumtum
tbs,Tanguat,Tanguat
tbt,Tembo (Kitembo),Tembo (Kitembo)
tbu,Tubar,Tubar
tbv,Tobo,Tobo
tbw,Tagbanwa,Tagbanwa
tbx,Kapin,Kapin
tby,Tabaru,Tabaru
tbz,Ditammari,Ditammari
tca,Ticuna,Ticuna
tcb,Tanacross,Tanacross
tcc,Datooga,Datooga
tcd,Tafi,Tafi
tce,"Tutchone, Southern",Southern Tutchone
tcf,"Me'phaa, Malinaltepec",Malinaltepec Me'phaa
tcf,"Tlapanec, Malinaltepec",Malinaltepec Tlapanec
tcg,Tamagario,Tamagario
tch,"Creole English, Turks And Caicos",Turks And Caicos Creole English
tci,Wára,Wára
tck,Tchitchege,Tchitchege
tcl,Taman (Myanmar),Taman (Myanmar)
tcm,Tanahmerah,Tanahmerah
tcn,Tichurong,Tichurong
tco,Taungyo,Taungyo
tcp,"Chin, Tawr",Tawr Chin
tcq,Kaiy,Kaiy
tcs,"Creole, Torres Strait",Torres Strait Creole
tcs,Yumplatok,Yumplatok
tct,T'en,T'en
tcu,"Tarahumara, Southeastern",Southeastern Tarahumara
tcw,"Totonac, Tecpatlán",Tecpatlán Totonac
tcx,Toda,Toda
tcy,Tulu,Tulu
tcz,"Chin, Thado",Thado Chin
tda,Tagdal,Tagdal
tdb,Panchpargania,Panchpargania
tdc,Emberá-Tadó,Emberá-Tadó
tdd,Tai Nüa,Tai Nüa
tde,"Dogon, Tiranige Diga",Tiranige Diga Dogon
tdf,Talieng,Talieng
tdg,"Tamang, Western",Western Tamang
tdh,Thulung,Thulung
tdi,Tomadino,Tomadino
tdj,Tajio,Tajio
tdk,Tambas,Tambas
tdl,Sur,Sur
tdm,Taruma,Taruma
tdn,Tondano,Tondano
tdo,Teme,Teme
tdq,Tita,Tita
tdr,Todrah,Todrah
tds,Doutai,Doutai
tdt,Tetun Dili,Tetun Dili
tdv,Toro,Toro
tdx,"Malagasy, Tandroy-Mahafaly",Tandroy-Mahafaly Malagasy
tdy,Tadyawan,Tadyawan
tea,Temiar,Temiar
teb,Tetete,Tetete
tec,Terik,Terik
ted,"Krumen, Tepo",Tepo Krumen
tee,"Tepehua, Huehuetla",Huehuetla Tepehua
tef,Teressa,Teressa
teg,Teke-Tege,Teke-Tege
teh,Tehuelche,Tehuelche
tei,Torricelli,Torricelli
tek,"Teke, Ibali",Ibali Teke
tel,Telugu,Telugu
tem,Timne,Timne
ten,Tama (Colombia),Tama (Colombia)
teo,Teso,Teso
tep,Tepecano,Tepecano
teq,Temein,Temein
ter,Tereno,Tereno
tes,Tengger,Tengger
tet,Tetum,Tetum
teu,Soo,Soo
tev,Teor,Teor
tew,Tewa (USA),Tewa (USA)
tex,Tennet,Tennet
tey,Tulishi,Tulishi
tez,Tetserret,Tetserret
tfi,"Gbe, Tofin",Tofin Gbe
tfn,Tanaina,Tanaina
tfo,Tefaro,Tefaro
tfr,Teribe,Teribe
tft,Ternate,Ternate
tga,Sagalla,Sagalla
tgb,Tobilung,Tobilung
tgc,Tigak,Tigak
tgd,Ciwogai,Ciwogai
tge,"Tamang, Eastern Gorkha",Eastern Gorkha Tamang
tgf,Chalikha,Chalikha
tgh,"Creole English, Tobagonian",Tobagonian Creole English
tgi,Lawunuia,Lawunuia
tgj,Tagin,Tagin
tgk,Tajik,Tajik
tgl,Tagalog,Tagalog
tgn,Tandaganon,Tandaganon
tgo,Sudest,Sudest
tgp,Tangoa,Tangoa
tgq,Tring,Tring
tgr,Tareng,Tareng
tgs,Nume,Nume
tgt,"Tagbanwa, Central",Central Tagbanwa
tgu,Tanggu,Tanggu
tgv,Tingui-Boto,Tingui-Boto
tgw,"Senoufo, Tagwana",Tagwana Senoufo
tgx,Tagish,Tagish
tgy,Togoyo,Togoyo
tgz,Tagalaka,Tagalaka
tha,Thai,Thai
thd,Kuuk Thaayorre,Kuuk Thaayorre
thd,Thayore,Thayore
the,"Tharu, Chitwania",Chitwania Tharu
thf,Thangmi,Thangmi
thh,"Tarahumara, Northern",Northern Tarahumara
thi,Tai Long,Tai Long
thk,Kitharaka,Kitharaka
thk,Tharaka,Tharaka
thl,"Tharu, Dangaura",Dangaura Tharu
thm,Aheu,Aheu
thn,Thachanadan,Thachanadan
thp,Nłeʔkepmxcín,Nłeʔkepmxcín
thp,Thompson,Thompson
thp,"Salish, Thompson River",Thompson River Salish
thq,"Tharu, Kochila",Kochila Tharu
thr,"Tharu, Rana",Rana Tharu
ths,Thakali,Thakali
tht,Tahltan,Tahltan
tht,Tāłtān,Tāłtān
thu,Thuri,Thuri
thv,"Tamahaq, Tahaggart",Tahaggart Tamahaq
thy,Tha,Tha
thz,"Tamajeq, Tayart",Tayart Tamajeq
tia,"Tamazight, Tidikelt",Tidikelt Tamazight
tic,Tira,Tira
tif,Tifal,Tifal
tig,Tigre,Tigre
tih,"Murut, Timugon",Timugon Murut
tii,Tiene,Tiene
tij,Tilung,Tilung
tik,Tikar,Tikar
til,Tillamook,Tillamook
tim,Timbe,Timbe
tin,Tindi,Tindi
tio,Teop,Teop
tip,Trimuris,Trimuris
tiq,Tiéfo,Tiéfo
tir,Tigrinya,Tigrinya
tis,"Itneg, Masadiit",Masadiit Itneg
tit,Tinigua,Tinigua
tiu,Adasen,Adasen
tiv,Tiv,Tiv
tiw,Tiwi,Tiwi
tix,"Tiwa, Southern",Southern Tiwa
tiy,Tiruray,Tiruray
tiz,Tai Hongjin,Tai Hongjin
tja,Tajuasohn,Tajuasohn
tjg,Tunjung,Tunjung
tji,"Tujia, Northern",Northern Tujia
tjj,Tjungundji,Tjungundji
tjl,Tai Laing,Tai Laing
tjm,Timucua,Timucua
tjn,Tonjon,Tonjon
tjo,"Tamazight, Temacine",Temacine Tamazight
tjp,Tjupany,Tjupany
tjs,"Tujia, Southern",Southern Tujia
tju,Tjurruru,Tjurruru
tjw,Djabwurrung,Djabwurrung
tka,Truká,Truká
tkb,Buksa,Buksa
tkd,Tukudede,Tukudede
tke,Takwane,Takwane
tkf,Tukumanféd,Tukumanféd
tkg,"Malagasy, Tesaka",Tesaka Malagasy
tkl,Tokelau,Tokelau
tkm,Takelma,Takelma
tkn,Toku-No-Shima,Toku-No-Shima
tkp,Tikopia,Tikopia
tkq,Tee,Tee
tkr,Tsakhur,Tsakhur
tks,Takestani,Takestani
tkt,"Tharu, Kathoriya",Kathoriya Tharu
tku,"Totonac, Upper Necaxa",Upper Necaxa Totonac
tkv,Mur Pano,Mur Pano
tkw,Teanu,Teanu
tkx,Tangko,Tangko
tkz,Takua,Takua
tla,"Tepehuan, Southwestern",Southwestern Tepehuan
tlb,Tobelo,Tobelo
tlc,"Totonac, Yecuatla",Yecuatla Totonac
tld,Talaud,Talaud
tlf,Telefol,Telefol
tlg,Tofanma,Tofanma
tlh,Klingon,Klingon
tlh,tlhIngan Hol,tlhIngan Hol
tli,Tlingit,Tlingit
tlj,Talinga-Bwisi,Talinga-Bwisi
tlk,Taloki,Taloki
tll,Tetela,Tetela
tlm,Tolomako,Tolomako
tln,Talondo',Talondo'
tlo,Talodi,Talodi
tlp,"Totonac, Filomena Mata-Coahuitlán",Filomena Mata-Coahuitlán Totonac
tlq,Tai Loi,Tai Loi
tlr,Talise,Talise
tls,Tambotalo,Tambotalo
tlt,Sou Nama,Sou Nama
tlt,Teluti,Teluti
tlu,Tulehu,Tulehu
tlv,Taliabu,Taliabu
tlx,Khehek,Khehek
tly,Talysh,Talysh
tma,Tama (Chad),Tama (Chad)
tmb,Avava,Avava
tmb,Katbol,Katbol
tmc,Tumak,Tumak
tmd,Haruai,Haruai
tme,Tremembé,Tremembé
tmf,Toba-Maskoy,Toba-Maskoy
tmg,Ternateño,Ternateño
tmh,Tamashek,Tamashek
tmi,Tutuba,Tutuba
tmj,Samarokena,Samarokena
tml,"Citak, Tamnim",Tamnim Citak
tmm,Tai Thanh,Tai Thanh
tmn,Taman (Indonesia),Taman (Indonesia)
tmo,Temoq,Temoq
tmq,Tumleo,Tumleo
tmr,"Aramaic, Jewish Babylonian (ca. 200-1200 CE)",Jewish Babylonian Aramaic (ca. 200-1200 CE)
tms,Tima,Tima
tmt,Tasmate,Tasmate
tmu,Iau,Iau
tmv,Tembo (Motembo),Tembo (Motembo)
tmw,Temuan,Temuan
tmy,Tami,Tami
tmz,Tamanaku,Tamanaku
tna,Tacana,Tacana
tnb,"Tunebo, Western",Western Tunebo
tnc,Tanimuca-Retuarã,Tanimuca-Retuarã
tnd,"Tunebo, Angosturas",Angosturas Tunebo
tng,Tobanga,Tobanga
tnh,Maiani,Maiani
tni,Tandia,Tandia
tnk,Kwamera,Kwamera
tnl,Lenakel,Lenakel
tnm,Tabla,Tabla
tnn,"Tanna, North",North Tanna
tno,Toromono,Toromono
tnp,Whitesands,Whitesands
tnq,Taino,Taino
tnr,Ménik,Ménik
tns,Tenis,Tenis
tnt,Tontemboan,Tontemboan
tnu,Tay Khang,Tay Khang
tnv,Tangchangya,Tangchangya
tnw,Tonsawang,Tonsawang
tnx,Tanema,Tanema
tny,Tongwe,Tongwe
tnz,Ten'edn,Ten'edn
tob,Toba,Toba
toc,"Totonac, Coyutla",Coyutla Totonac
tod,Toma,Toma
tof,Gizrra,Gizrra
tog,Tonga (Nyasa),Tonga (Nyasa)
toh,Gitonga,Gitonga
toi,Tonga (Zambia),Tonga (Zambia)
toj,Tojolabal,Tojolabal
tok,Toki Pona,Toki Pona
tol,Tolowa,Tolowa
tom,Tombulu,Tombulu
ton,Tonga (Tonga Islands),Tonga (Tonga Islands)
too,"Totonac, Xicotepec De Juárez",Xicotepec De Juárez Totonac
top,"Totonac, Papantla",Papantla Totonac
toq,Toposa,Toposa
tor,"Banda, Togbo-Vara",Togbo-Vara Banda
tos,"Totonac, Highland",Highland Totonac
tou,Tho,Tho
tov,"Taromi, Upper",Upper Taromi
tow,Jemez,Jemez
tox,Tobian,Tobian
toy,Topoiyo,Topoiyo
toz,To,To
tpa,Taupota,Taupota
tpc,"Me'phaa, Azoyú",Azoyú Me'phaa
tpc,"Tlapanec, Azoyú",Azoyú Tlapanec
tpe,Tippera,Tippera
tpf,Tarpia,Tarpia
tpg,Kula,Kula
tpi,Tok Pisin,Tok Pisin
tpj,Tapieté,Tapieté
tpk,Tupinikin,Tupinikin
tpl,"Me'phaa, Tlacoapa",Tlacoapa Me'phaa
tpl,"Tlapanec, Tlacoapa",Tlacoapa Tlapanec
tpm,Tampulma,Tampulma
tpn,Tupinambá,Tupinambá
tpo,Tai Pao,Tai Pao
tpp,"Tepehua, Pisaflores",Pisaflores Tepehua
tpq,Tukpa,Tukpa
tpr,Tuparí,Tuparí
tpt,"Tepehua, Tlachichilco",Tlachichilco Tepehua
tpu,Tampuan,Tampuan
tpv,Tanapag,Tanapag
tpx,"Me'phaa, Acatepec",Acatepec Me'phaa
tpx,"Tlapanec, Acatepec",Acatepec Tlapanec
tpy,Trumai,Trumai
tpz,Tinputz,Tinputz
tqb,Tembé,Tembé
tql,Lehali,Lehali
tqm,Turumsa,Turumsa
tqn,Tenino,Tenino
tqo,Toaripi,Toaripi
tqp,Tomoip,Tomoip
tqq,Tunni,Tunni
tqr,Torona,Torona
tqt,"Totonac, Western",Western Totonac
tqu,Touo,Touo
tqw,Tonkawa,Tonkawa
tra,Tirahi,Tirahi
trb,Terebu,Terebu
trc,"Triqui, Copala",Copala Triqui
trd,Turi,Turi
tre,"Tarangan, East",East Tarangan
trf,"Creole English, Trinidadian",Trinidadian Creole English
trg,Lishán Didán,Lishán Didán
trh,Turaka,Turaka
tri,Trió,Trió
trj,Toram,Toram
trl,"Scottish, Traveller",Traveller Scottish
trm,Tregami,Tregami
trn,Trinitario,Trinitario
tro,"Naga, Tarao",Tarao Naga
trp,Kok Borok,Kok Borok
trq,"Triqui, San Martín Itunyoso",San Martín Itunyoso Triqui
trr,Taushiro,Taushiro
trs,"Triqui, Chicahuaxtla",Chicahuaxtla Triqui
trt,Tunggare,Tunggare
tru,Surayt,Surayt
tru,Turoyo,Turoyo
trv,Sediq,Sediq
trv,Seediq,Seediq
trv,Taroko,Taroko
trw,Torwali,Torwali
trx,"Bidayuh, Tringgus-Sembaan",Tringgus-Sembaan Bidayuh
try,Turung,Turung
trz,Torá,Torá
tsa,Tsaangi,Tsaangi
tsb,Tsamai,Tsamai
tsc,Tswa,Tswa
tsd,Tsakonian,Tsakonian
tse,Tunisian Sign Language,Tunisian Sign Language
tsg,Tausug,Tausug
tsh,Tsuvan,Tsuvan
tsi,Tsimshian,Tsimshian
tsj,Tshangla,Tshangla
tsk,Tseku,Tseku
tsl,Ts'ün-Lao,Ts'ün-Lao
tsm,Türk İşaret Dili,Türk İşaret Dili
tsm,Turkish Sign Language,Turkish Sign Language
tsn,Tswana,Tswana
tso,Tsonga,Tsonga
tsp,"Toussian, Northern",Northern Toussian
tsq,Thai Sign Language,Thai Sign Language
tsr,Akei,Akei
tss,Taiwan Sign Language,Taiwan Sign Language
tst,"Songway Kiini, Tondi",Tondi Songway Kiini
tsu,Tsou,Tsou
tsv,Tsogo,Tsogo
tsw,Tsishingini,Tsishingini
tsx,Mubami,Mubami
tsy,Tebul Sign Language,Tebul Sign Language
tsz,Purepecha,Purepecha
tta,Tutelo,Tutelo
ttb,Gaa,Gaa
ttc,Tektiteko,Tektiteko
ttd,Tauade,Tauade
tte,Bwanabwana,Bwanabwana
ttf,Tuotomb,Tuotomb
ttg,Tutong,Tutong
tth,"Ta'oih, Upper",Upper Ta'oih
tti,Tobati,Tobati
ttj,Tooro,Tooro
ttk,Totoro,Totoro
ttl,Totela,Totela
ttm,"Tutchone, Northern",Northern Tutchone
ttn,Towei,Towei
tto,"Ta'oih, Lower",Lower Ta'oih
ttp,Tombelala,Tombelala
ttq,"Tamajaq, Tawallammat",Tawallammat Tamajaq
ttr,Tera,Tera
tts,"Thai, Northeastern",Northeastern Thai
ttt,"Tat, Muslim",Muslim Tat
ttu,Torau,Torau
ttv,Titan,Titan
ttw,Long Wat,Long Wat
tty,Sikaritai,Sikaritai
ttz,Tsum,Tsum
tua,Wiarumus,Wiarumus
tub,Tübatulabal,Tübatulabal
tuc,Mutu,Mutu
tud,Tuxá,Tuxá
tue,Tuyuca,Tuyuca
tuf,"Tunebo, Central",Central Tunebo
tug,Tunia,Tunia
tuh,Taulil,Taulil
tui,Tupuri,Tupuri
tuj,Tugutil,Tugutil
tuk,Turkmen,Turkmen
tul,Tula,Tula
tum,Tumbuka,Tumbuka
tun,Tunica,Tunica
tuo,Tucano,Tucano
tuq,Tedaga,Tedaga
tur,Turkish,Turkish
tus,Tuscarora,Tuscarora
tuu,Tututni,Tututni
tuv,Turkana,Turkana
tux,Tuxináwa,Tuxináwa
tuy,Tugen,Tugen
tuz,Turka,Turka
tva,Vaghua,Vaghua
tvd,Tsuvadi,Tsuvadi
tve,Te'un,Te'un
tvi,Tulai,Tulai
tvk,"Ambrym, Southeast",Southeast Ambrym
tvl,Tuvalu,Tuvalu
tvm,Tela-Masbuar,Tela-Masbuar
tvn,Tavoyan,Tavoyan
tvo,Tidore,Tidore
tvs,Taveta,Taveta
tvt,"Naga, Tutsa",Tutsa Naga
tvu,Tunen,Tunen
tvw,Sedoa,Sedoa
tvx,Taivoan,Taivoan
tvy,"Pidgin, Timor",Timor Pidgin
twa,Twana,Twana
twb,"Tawbuid, Western",Western Tawbuid
twc,Teshenawa,Teshenawa
twd,Twents,Twents
twe,Tewa (Indonesia),Tewa (Indonesia)
twf,"Tiwa, Northern",Northern Tiwa
twg,Tereweng,Tereweng
twh,Tai Dón,Tai Dón
twi,Twi,Twi
twl,Tawara,Tawara
twm,"Monpa, Tawang",Tawang Monpa
twn,Twendi,Twendi
two,Tswapong,Tswapong
twp,Ere,Ere
twq,Tasawaq,Tasawaq
twr,"Tarahumara, Southwestern",Southwestern Tarahumara
twt,Turiwára,Turiwára
twu,Termanu,Termanu
tww,Tuwari,Tuwari
twx,Tewe,Tewe
twy,Tawoyan,Tawoyan
txa,Tombonuo,Tombonuo
txb,Tokharian B,Tokharian B
txc,Tsetsaut,Tsetsaut
txe,Totoli,Totoli
txg,Tangut,Tangut
txh,Thracian,Thracian
txi,Ikpeng,Ikpeng
txj,Tarjumo,Tarjumo
txm,Tomini,Tomini
txn,"Tarangan, West",West Tarangan
txo,Toto,Toto
txq,Tii,Tii
txr,Tartessian,Tartessian
txs,Tonsea,Tonsea
txt,Citak,Citak
txu,Kayapó,Kayapó
txx,Tatana,Tatana
txy,"Malagasy, Tanosy",Tanosy Malagasy
tya,Tauya,Tauya
tye,Kyanga,Kyanga
tyh,O'du,O'du
tyi,Teke-Tsaayi,Teke-Tsaayi
tyj,Tai Do,Tai Do
tyj,Tai Yo,Tai Yo
tyl,Thu Lao,Thu Lao
tyn,Kombai,Kombai
typ,Thaypan,Thaypan
tyr,Tai Daeng,Tai Daeng
tys,Tày Sa Pa,Tày Sa Pa
tyt,Tày Tac,Tày Tac
tyu,Kua,Kua
tyv,Tuvinian,Tuvinian
tyx,Teke-Tyee,Teke-Tyee
tyy,Tiyaa,Tiyaa
tyz,Tày,Tày
tza,Tanzanian Sign Language,Tanzanian Sign Language
tzh,Tzeltal,Tzeltal
tzj,Tz'utujil,Tz'utujil
tzl,Talossan,Talossan
tzm,"Tamazight, Central Atlas",Central Atlas Tamazight
tzn,Tugun,Tugun
tzo,Tzotzil,Tzotzil
tzx,Tabriak,Tabriak
uam,Uamué,Uamué
uan,Kuan,Kuan
uar,Tairuma,Tairuma
uba,Ubang,Ubang
ubi,Ubi,Ubi
ubl,"Bikol, Buhi'non",Buhi'non Bikol
ubr,Ubir,Ubir
ubu,Umbu-Ungu,Umbu-Ungu
uby,Ubykh,Ubykh
uda,Uda,Uda
ude,Udihe,Udihe
udg,Muduga,Muduga
udi,Udi,Udi
udj,Ujir,Ujir
udl,Wuzlam,Wuzlam
udm,Udmurt,Udmurt
udu,Uduk,Uduk
ues,Kioko,Kioko
ufi,Ufim,Ufim
uga,Ugaritic,Ugaritic
ugb,Kuku-Ugbanh,Kuku-Ugbanh
uge,Ughele,Ughele
ugh,Kubachi,Kubachi
ugn,Ugandan Sign Language,Ugandan Sign Language
ugo,Ugong,Ugong
ugy,Uruguayan Sign Language,Uruguayan Sign Language
uha,Uhami,Uhami
uhn,Damal,Damal
uig,Uighur,Uighur
uig,Uyghur,Uyghur
uis,Uisai,Uisai
uiv,Iyive,Iyive
uji,Tanjijili,Tanjijili
uka,Kaburi,Kaburi
ukg,Ukuriguma,Ukuriguma
ukh,Ukhwejo,Ukhwejo
uki,Kui (India),Kui (India)
ukk,Muak Sa-aak,Muak Sa-aak
ukl,Ukrainian Sign Language,Ukrainian Sign Language
ukp,Ukpe-Bayobiri,Ukpe-Bayobiri
ukq,Ukwa,Ukwa
ukr,Ukrainian,Ukrainian
uks,Kaapor Sign Language,Kaapor Sign Language
uks,Urubú-Kaapor Sign Language,Urubú-Kaapor Sign Language
uku,Ukue,Ukue
ukv,Kuku,Kuku
ukw,Ukwuani-Aboh-Ndoni,Ukwuani-Aboh-Ndoni
uky,Kuuk-Yak,Kuuk-Yak
ula,Fungwa,Fungwa
ulb,Ulukwumi,Ulukwumi
ulc,Ulch,Ulch
ule,Lule,Lule
ulf,Afra,Afra
ulf,Usku,Usku
uli,Ulithian,Ulithian
ulk,Meriam Mir,Meriam Mir
ull,Ullatan,Ullatan
ulm,Ulumanda',Ulumanda'
